scrape_id,barcode,competitor_channel,competitor_product_name,listed_price,discounted_price,voucher_text,timestamp
SCRAPE-0186,7549518185132,Lazada,Serum Vichy 500ml Chính hãng,1070000,1038000,Freeship extra,2026-07-04 09:35:19
SCRAPE-0187,7549518185132,Lazada,[Freeship] Serum Vichy 500ml,1168000,1008000,Hoàn xu 10%,2026-07-01 08:48:55
SCRAPE-0188,7549518185132,Shopee,Chính hãng Serum Vichy 500ml,1045000,834000,Giảm 15k cho đơn từ 150k,2026-06-30 03:52:11
SCRAPE-0189,7549518185132,TikTok Shop,Date mới Serum Vichy 500ml,1175000,929000,Freeship extra,2026-06-29 15:21:25
SCRAPE-0190,6311139625772,TikTok Shop,Date mới Toner CeraVe 200g,194000,182000,,2026-07-01 12:00:49
SCRAPE-0191,6311139625772,GrabMart,Toner CeraVe 200g Chính hãng,151000,139000,Giảm 15k cho đơn từ 150k,2026-07-03 23:57:28
SCRAPE-0192,6311139625772,Lazada,Date mới Toner CeraVe 200g,198000,139000,Giảm 15k cho đơn từ 150k,2026-07-04 06:05:47
SCRAPE-0193,2409855122470,Lazada,Kem nền L'Oreal 30ml [Freeship],1216000,1162000,Giảm 50K đơn 300K,2026-06-30 10:40:20
SCRAPE-0194,2409855122470,Shopee,Kem nền L'Oreal 30ml Giá sỉ,1107000,937000,Giảm 50K đơn 300K,2026-07-03 19:42:48
SCRAPE-0195,2409855122470,Shopee,Kem nền L'Oreal 30ml Chính hãng,1194000,837000,,2026-07-01 10:56:58
SCRAPE-0196,2409855122470,Shopee,Kem nền L'Oreal 30ml Date mới,1078000,780000,Freeship extra,2026-06-29 07:20:19
SCRAPE-0197,2409855122470,GrabMart,Kem nền L'Oreal 30ml Date mới,1323000,1186000,Giảm 15k cho đơn từ 150k,2026-07-01 03:46:12
SCRAPE-0198,3995514858982,Shopee,Dầu gội Maybelline 150g [Freeship],260000,195000,,2026-07-02 05:19:46
SCRAPE-0199,3995514858982,GrabMart,Dầu gội Maybelline 150g Giá sỉ,255000,237000,Giảm 50K đơn 300K,2026-07-03 06:11:28
SCRAPE-0200,3995514858982,Lazada,Dầu gội Maybelline 150g Chính hãng,274000,202000,Freeship extra,2026-07-02 00:06:53
SCRAPE-0201,3995514858982,GrabMart,Dầu gội Maybelline 150g Auth 100%,279000,273000,,2026-07-05 19:53:03
SCRAPE-0202,3995514858982,Shopee,Dầu gội Maybelline 150g Chính hãng,218000,167000,,2026-07-03 16:14:37
SCRAPE-0203,1206615435236,Shopee,Nước tẩy trang La Roche-Posay 30ml [Freeship],91000,69000,Giảm 15k cho đơn từ 150k,2026-07-01 13:18:47
SCRAPE-0204,1206615435236,GrabMart,Date mới Nước tẩy trang La Roche-Posay 30ml,101000,75000,,2026-07-05 07:50:38
SCRAPE-0205,1206615435236,GrabMart,Nước tẩy trang La Roche-Posay 30ml Date mới,99000,83000,Giảm 50K đơn 300K,2026-06-29 14:16:51
SCRAPE-0206,8677620239614,TikTok Shop,Date mới Nước tẩy trang Garnier 30ml,157000,142000,,2026-07-02 14:44:17
SCRAPE-0207,8677620239614,TikTok Shop,Nước tẩy trang Garnier 30ml Giá sỉ,142000,121000,Giảm 50K đơn 300K,2026-06-29 07:53:47
SCRAPE-0208,8677620239614,Lazada,Nước tẩy trang Garnier 30ml Chính hãng,161000,121000,,2026-07-03 19:16:28
SCRAPE-0209,8677620239614,GrabMart,Nước tẩy trang Garnier 30ml [Freeship],144000,117000,Freeship extra,2026-07-02 07:10:37
SCRAPE-0210,1799710129237,GrabMart,Sữa tắm Vichy 250ml Giá sỉ,733000,525000,Hoàn xu 10%,2026-07-05 15:58:54
SCRAPE-0211,1799710129237,GrabMart,Auth 100% Sữa tắm Vichy 250ml,705000,553000,Giảm 15k cho đơn từ 150k,2026-07-02 23:31:41
SCRAPE-0212,1799710129237,Shopee,Giá sỉ Sữa tắm Vichy 250ml,716000,645000,Giảm 50K đơn 300K,2026-06-29 19:43:59
SCRAPE-0213,1799710129237,TikTok Shop,Chính hãng Sữa tắm Vichy 250ml,568000,424000,Freeship extra,2026-07-01 09:27:37
SCRAPE-0214,8394149593883,GrabMart,Chính hãng Toner La Roche-Posay 200g,874000,685000,Hoàn xu 10%,2026-07-03 09:32:16
SCRAPE-0215,8394149593883,GrabMart,Toner La Roche-Posay 200g Giá sỉ,709000,590000,Giảm 15k cho đơn từ 150k,2026-06-29 21:40:06
SCRAPE-0216,8394149593883,TikTok Shop,Toner La Roche-Posay 200g Chính hãng,885000,784000,Giảm 15k cho đơn từ 150k,2026-06-29 12:33:05
SCRAPE-0217,5698606307989,TikTok Shop,Date mới Nước tẩy trang CeraVe 250ml,1049000,845000,,2026-07-04 07:43:33
SCRAPE-0218,5698606307989,Lazada,Nước tẩy trang CeraVe 250ml Chính hãng,1196000,1146000,Freeship extra,2026-06-30 19:35:19
SCRAPE-0219,5698606307989,GrabMart,Date mới Nước tẩy trang CeraVe 250ml,1057000,888000,Giảm 50K đơn 300K,2026-07-05 09:55:18
SCRAPE-0220,5698606307989,Shopee,Nước tẩy trang CeraVe 250ml [Freeship],1174000,1076000,,2026-07-03 13:09:47
SCRAPE-0221,4901691482133,GrabMart,Dầu gội CeraVe 100ml Giá sỉ,1309000,1050000,Freeship extra,2026-07-05 14:55:57
SCRAPE-0222,4901691482133,GrabMart,Dầu gội CeraVe 100ml [Freeship],1293000,1021000,Hoàn xu 10%,2026-07-03 02:24:38
SCRAPE-0223,4901691482133,TikTok Shop,Dầu gội CeraVe 100ml Chính hãng,1221000,1071000,Giảm 50K đơn 300K,2026-07-04 22:50:14
SCRAPE-0224,4901691482133,TikTok Shop,Dầu gội CeraVe 100ml Date mới,1187000,896000,Freeship extra,2026-07-02 01:49:48
SCRAPE-0225,4901691482133,GrabMart,Dầu gội CeraVe 100ml [Freeship],1466000,1164000,Giảm 15k cho đơn từ 150k,2026-07-04 03:33:57
SCRAPE-0226,2109843617025,Shopee,Mặt nạ CeraVe 250ml Auth 100%,684000,606000,Freeship extra,2026-07-03 06:36:16
SCRAPE-0227,2109843617025,TikTok Shop,Mặt nạ CeraVe 250ml Date mới,697000,655000,Giảm 15k cho đơn từ 150k,2026-06-29 15:07:09
SCRAPE-0228,2109843617025,Lazada,Giá sỉ Mặt nạ CeraVe 250ml,737000,564000,Giảm 15k cho đơn từ 150k,2026-06-29 05:09:28
SCRAPE-0229,2109843617025,Shopee,Mặt nạ CeraVe 250ml Date mới,695000,593000,Hoàn xu 10%,2026-07-04 05:14:20
SCRAPE-0230,2109843617025,Lazada,Mặt nạ CeraVe 250ml Giá sỉ,800000,769000,,2026-07-04 16:54:19
SCRAPE-0231,2089556532033,Lazada,Toner Maybelline 500ml [Freeship],655000,471000,Hoàn xu 10%,2026-07-05 15:16:37
SCRAPE-0232,2089556532033,TikTok Shop,Toner Maybelline 500ml Giá sỉ,653000,531000,Freeship extra,2026-07-02 13:02:29
SCRAPE-0233,2089556532033,Shopee,Toner Maybelline 500ml [Freeship],636000,596000,,2026-07-03 06:26:34
SCRAPE-0234,8264076419366,GrabMart,Dầu gội Maybelline 30ml [Freeship],315000,291000,Freeship extra,2026-07-02 09:56:30
SCRAPE-0235,8264076419366,Shopee,Dầu gội Maybelline 30ml [Freeship],333000,246000,Freeship extra,2026-07-05 04:14:36
SCRAPE-0236,8264076419366,GrabMart,Dầu gội Maybelline 30ml Chính hãng,297000,236000,Freeship extra,2026-06-30 08:52:17
SCRAPE-0237,8264076419366,Shopee,Dầu gội Maybelline 30ml Auth 100%,399000,291000,Giảm 50K đơn 300K,2026-06-29 15:59:36
SCRAPE-0238,1646993075616,GrabMart,Sữa rửa mặt Bioderma 250ml Date mới,629000,601000,Hoàn xu 10%,2026-07-03 15:46:00
SCRAPE-0239,1646993075616,GrabMart,Date mới Sữa rửa mặt Bioderma 250ml,609000,546000,Hoàn xu 10%,2026-07-03 16:29:27
SCRAPE-0240,1646993075616,Lazada,Date mới Sữa rửa mặt Bioderma 250ml,656000,636000,Hoàn xu 10%,2026-07-03 11:47:34
SCRAPE-0241,1646993075616,Lazada,[Freeship] Sữa rửa mặt Bioderma 250ml,526000,454000,Giảm 50K đơn 300K,2026-07-05 00:31:10
SCRAPE-0242,4142531246767,Shopee,Nước tẩy trang Cetaphil 30ml Giá sỉ,796000,732000,,2026-07-05 05:05:40
SCRAPE-0243,4142531246767,GrabMart,Nước tẩy trang Cetaphil 30ml Date mới,852000,816000,Freeship extra,2026-06-30 23:44:22
SCRAPE-0244,4142531246767,TikTok Shop,Giá sỉ Nước tẩy trang Cetaphil 30ml,720000,559000,,2026-07-02 04:27:34
SCRAPE-0245,6555939651058,GrabMart,Sữa rửa mặt L'Oreal 100ml Auth 100%,146000,117000,Giảm 50K đơn 300K,2026-06-30 04:31:22
SCRAPE-0246,6555939651058,Lazada,Sữa rửa mặt L'Oreal 100ml Chính hãng,159000,153000,,2026-07-01 16:08:46
SCRAPE-0247,6555939651058,TikTok Shop,Auth 100% Sữa rửa mặt L'Oreal 100ml,140000,130000,,2026-07-04 16:15:50
SCRAPE-0248,6555939651058,GrabMart,Sữa rửa mặt L'Oreal 100ml Date mới,140000,134000,Hoàn xu 10%,2026-07-01 23:51:44
SCRAPE-0249,456743850258,TikTok Shop,Dầu gội Garnier 100ml [Freeship],764000,678000,Hoàn xu 10%,2026-07-04 05:21:48
SCRAPE-0250,456743850258,TikTok Shop,Dầu gội Garnier 100ml Auth 100%,603000,473000,Hoàn xu 10%,2026-07-01 10:22:40
SCRAPE-0251,456743850258,TikTok Shop,Dầu gội Garnier 100ml [Freeship],772000,549000,,2026-06-30 11:25:38
SCRAPE-0252,456743850258,TikTok Shop,Dầu gội Garnier 100ml Auth 100%,652000,614000,Hoàn xu 10%,2026-07-05 01:38:12
SCRAPE-0253,456743850258,Lazada,Dầu gội Garnier 100ml Auth 100%,600000,506000,Freeship extra,2026-06-29 15:00:59
SCRAPE-0254,3556244530071,Lazada,Nước tẩy trang Innisfree 100ml Auth 100%,463000,387000,Hoàn xu 10%,2026-06-30 21:20:05
SCRAPE-0255,3556244530071,GrabMart,Nước tẩy trang Innisfree 100ml Chính hãng,513000,503000,Hoàn xu 10%,2026-07-04 07:39:18
SCRAPE-0256,3556244530071,TikTok Shop,Nước tẩy trang Innisfree 100ml Date mới,493000,442000,Hoàn xu 10%,2026-06-29 22:22:00
SCRAPE-0257,9279998270050,Shopee,Giá sỉ Toner Maybelline 200g,669000,497000,,2026-07-01 05:31:43
SCRAPE-0258,9279998270050,Shopee,Toner Maybelline 200g [Freeship],598000,489000,Giảm 15k cho đơn từ 150k,2026-06-29 23:29:41
SCRAPE-0259,9279998270050,GrabMart,Toner Maybelline 200g Chính hãng,671000,666000,Hoàn xu 10%,2026-06-29 15:32:12
SCRAPE-0260,9279998270050,GrabMart,Auth 100% Toner Maybelline 200g,712000,508000,Giảm 15k cho đơn từ 150k,2026-07-04 13:07:34
SCRAPE-0261,9279998270050,Shopee,Date mới Toner Maybelline 200g,732000,613000,Hoàn xu 10%,2026-07-03 04:15:38
SCRAPE-0262,9745414221209,Shopee,Auth 100% Toner CeraVe 150g,854000,691000,Hoàn xu 10%,2026-06-29 22:05:37
SCRAPE-0263,9745414221209,GrabMart,Toner CeraVe 150g Auth 100%,744000,719000,Freeship extra,2026-07-05 10:40:01
SCRAPE-0264,9745414221209,GrabMart,Toner CeraVe 150g Giá sỉ,736000,616000,,2026-07-02 16:16:35
SCRAPE-0265,9745414221209,TikTok Shop,Giá sỉ Toner CeraVe 150g,725000,654000,Giảm 50K đơn 300K,2026-07-04 15:49:18
SCRAPE-0266,1975558925477,GrabMart,Chính hãng Kem chống nắng L'Oreal 150g,1099000,940000,,2026-07-01 17:17:54
SCRAPE-0267,1975558925477,TikTok Shop,Kem chống nắng L'Oreal 150g [Freeship],1331000,1000000,Giảm 15k cho đơn từ 150k,2026-06-29 18:13:30
SCRAPE-0268,1975558925477,Lazada,[Freeship] Kem chống nắng L'Oreal 150g,1127000,1048000,Giảm 50K đơn 300K,2026-07-02 11:47:56
SCRAPE-0269,1975558925477,Shopee,Giá sỉ Kem chống nắng L'Oreal 150g,1401000,1036000,Giảm 50K đơn 300K,2026-07-05 15:38:44
SCRAPE-0270,1975558925477,Shopee,Kem chống nắng L'Oreal 150g Chính hãng,1090000,1028000,Giảm 50K đơn 300K,2026-07-02 19:56:56
SCRAPE-0271,4274912342177,Lazada,Nước tẩy trang Hada Labo 150g Auth 100%,290000,263000,Giảm 50K đơn 300K,2026-07-03 00:35:23
SCRAPE-0272,4274912342177,TikTok Shop,[Freeship] Nước tẩy trang Hada Labo 150g,268000,238000,Giảm 50K đơn 300K,2026-07-03 17:18:04
SCRAPE-0273,4274912342177,Shopee,Nước tẩy trang Hada Labo 150g Auth 100%,262000,210000,Giảm 50K đơn 300K,2026-07-04 01:21:20
SCRAPE-0274,4274912342177,Lazada,Giá sỉ Nước tẩy trang Hada Labo 150g,334000,286000,Freeship extra,2026-07-02 10:14:49
SCRAPE-0275,8074047006217,TikTok Shop,Sữa rửa mặt L'Oreal 250ml [Freeship],946000,752000,Giảm 15k cho đơn từ 150k,2026-07-03 12:22:00
SCRAPE-0276,8074047006217,GrabMart,Auth 100% Sữa rửa mặt L'Oreal 250ml,960000,842000,Giảm 15k cho đơn từ 150k,2026-06-30 22:42:07
SCRAPE-0277,8074047006217,Shopee,[Freeship] Sữa rửa mặt L'Oreal 250ml,1051000,941000,Giảm 15k cho đơn từ 150k,2026-07-01 19:41:01
SCRAPE-0278,2226127578707,GrabMart,Chính hãng Sữa tắm Bioderma 150g,562000,546000,Hoàn xu 10%,2026-07-02 07:16:18
SCRAPE-0279,2226127578707,TikTok Shop,Date mới Sữa tắm Bioderma 150g,579000,500000,,2026-06-30 08:23:43
SCRAPE-0280,2226127578707,Shopee,[Freeship] Sữa tắm Bioderma 150g,595000,544000,Hoàn xu 10%,2026-07-02 03:10:12
SCRAPE-0281,9195308682537,Lazada,Kem dưỡng ẩm L'Oreal 50ml Date mới,1076000,949000,,2026-07-02 16:53:55
SCRAPE-0282,9195308682537,TikTok Shop,Date mới Kem dưỡng ẩm L'Oreal 50ml,1239000,1161000,Freeship extra,2026-07-04 07:30:09
SCRAPE-0283,9195308682537,Shopee,Chính hãng Kem dưỡng ẩm L'Oreal 50ml,1372000,1369000,Giảm 15k cho đơn từ 150k,2026-06-30 20:46:59
SCRAPE-0284,5479257954365,TikTok Shop,Nước tẩy trang Cetaphil 500ml Auth 100%,160000,149000,Giảm 15k cho đơn từ 150k,2026-07-01 12:28:46
SCRAPE-0285,5479257954365,Lazada,Nước tẩy trang Cetaphil 500ml Date mới,158000,144000,Giảm 50K đơn 300K,2026-07-05 15:33:00
SCRAPE-0286,5479257954365,Shopee,Nước tẩy trang Cetaphil 500ml Chính hãng,203000,185000,Hoàn xu 10%,2026-07-01 20:15:29
SCRAPE-0287,5479257954365,Shopee,Giá sỉ Nước tẩy trang Cetaphil 500ml,170000,150000,,2026-07-02 08:31:03
SCRAPE-0288,5479257954365,Lazada,Auth 100% Nước tẩy trang Cetaphil 500ml,182000,129000,Giảm 15k cho đơn từ 150k,2026-06-30 04:33:30
SCRAPE-0289,2039873523795,TikTok Shop,Giá sỉ Sữa tắm Cetaphil 250ml,981000,927000,,2026-07-04 09:16:27
SCRAPE-0290,2039873523795,Lazada,Sữa tắm Cetaphil 250ml Chính hãng,905000,848000,Giảm 50K đơn 300K,2026-06-29 08:30:14
SCRAPE-0291,2039873523795,TikTok Shop,Chính hãng Sữa tắm Cetaphil 250ml,754000,679000,Hoàn xu 10%,2026-07-01 21:46:47
SCRAPE-0292,2039873523795,Lazada,[Freeship] Sữa tắm Cetaphil 250ml,872000,690000,Hoàn xu 10%,2026-07-03 08:40:10
SCRAPE-0293,8650944188986,Lazada,Date mới Kem nền Cetaphil 250ml,1132000,926000,Giảm 50K đơn 300K,2026-07-04 06:23:26
SCRAPE-0294,8650944188986,Shopee,Kem nền Cetaphil 250ml Chính hãng,1254000,896000,Giảm 15k cho đơn từ 150k,2026-06-30 22:52:16
SCRAPE-0295,8650944188986,TikTok Shop,Kem nền Cetaphil 250ml [Freeship],1230000,886000,,2026-07-04 11:28:30
SCRAPE-0296,8650944188986,Lazada,Chính hãng Kem nền Cetaphil 250ml,1333000,1182000,,2026-07-04 08:40:12
SCRAPE-0297,5229746008630,GrabMart,Nước tẩy trang Garnier 200g [Freeship],239000,235000,Freeship extra,2026-07-04 00:08:13
SCRAPE-0298,5229746008630,Shopee,[Freeship] Nước tẩy trang Garnier 200g,194000,177000,Giảm 50K đơn 300K,2026-07-04 18:00:49
SCRAPE-0299,5229746008630,GrabMart,Nước tẩy trang Garnier 200g Giá sỉ,240000,222000,Freeship extra,2026-07-04 05:01:55
SCRAPE-0300,9502783060593,Lazada,Sữa rửa mặt Garnier 200g Chính hãng,760000,713000,Hoàn xu 10%,2026-06-29 11:53:50
SCRAPE-0301,9502783060593,TikTok Shop,Sữa rửa mặt Garnier 200g Chính hãng,831000,759000,Hoàn xu 10%,2026-07-04 14:50:07
SCRAPE-0302,9502783060593,Lazada,Date mới Sữa rửa mặt Garnier 200g,915000,866000,Giảm 50K đơn 300K,2026-07-05 11:47:48
SCRAPE-0303,8240587954969,GrabMart,Kem nền Bioderma 150g Auth 100%,345000,339000,Giảm 15k cho đơn từ 150k,2026-06-28 23:17:18
SCRAPE-0304,8240587954969,Lazada,Kem nền Bioderma 150g Giá sỉ,377000,365000,Giảm 50K đơn 300K,2026-07-02 08:11:43
SCRAPE-0305,8240587954969,Lazada,Kem nền Bioderma 150g [Freeship],376000,275000,Freeship extra,2026-06-30 18:05:44
SCRAPE-0306,8240587954969,TikTok Shop,Auth 100% Kem nền Bioderma 150g,321000,275000,Freeship extra,2026-07-05 20:58:01
SCRAPE-0307,8240587954969,Lazada,Giá sỉ Kem nền Bioderma 150g,370000,340000,,2026-06-29 01:50:38
SCRAPE-0308,9088522079519,Shopee,Sữa tắm CeraVe 30ml Auth 100%,1341000,996000,,2026-06-28 22:35:23
SCRAPE-0309,9088522079519,TikTok Shop,Sữa tắm CeraVe 30ml Giá sỉ,1447000,1323000,Hoàn xu 10%,2026-07-04 17:15:50
SCRAPE-0310,9088522079519,Shopee,[Freeship] Sữa tắm CeraVe 30ml,1304000,1297000,Freeship extra,2026-07-01 11:59:02
SCRAPE-0311,2670101490257,GrabMart,Chính hãng Sữa rửa mặt Garnier 50ml,868000,780000,Hoàn xu 10%,2026-07-05 07:59:41
SCRAPE-0312,2670101490257,Lazada,Sữa rửa mặt Garnier 50ml Giá sỉ,866000,797000,Freeship extra,2026-07-02 04:16:47
SCRAPE-0313,2670101490257,Lazada,Sữa rửa mặt Garnier 50ml Date mới,893000,816000,Giảm 50K đơn 300K,2026-06-29 04:17:23
SCRAPE-0314,2670101490257,Lazada,Date mới Sữa rửa mặt Garnier 50ml,1010000,806000,Freeship extra,2026-06-30 02:02:43
SCRAPE-0315,2670101490257,TikTok Shop,Sữa rửa mặt Garnier 50ml Giá sỉ,929000,678000,,2026-07-05 11:52:48
SCRAPE-0316,3028407188207,TikTok Shop,Dầu gội La Roche-Posay 100ml [Freeship],1218000,878000,Giảm 15k cho đơn từ 150k,2026-06-30 17:40:38
SCRAPE-0317,3028407188207,GrabMart,Giá sỉ Dầu gội La Roche-Posay 100ml,1138000,1007000,Giảm 50K đơn 300K,2026-07-02 23:32:05
SCRAPE-0318,3028407188207,Lazada,Dầu gội La Roche-Posay 100ml Auth 100%,1118000,1021000,Hoàn xu 10%,2026-07-01 12:55:47
SCRAPE-0319,3476212390506,Shopee,Kem chống nắng Cetaphil 30ml Date mới,901000,816000,Hoàn xu 10%,2026-07-04 17:35:14
SCRAPE-0320,3476212390506,TikTok Shop,[Freeship] Kem chống nắng Cetaphil 30ml,789000,744000,Giảm 15k cho đơn từ 150k,2026-06-28 22:30:18
SCRAPE-0321,3476212390506,TikTok Shop,Auth 100% Kem chống nắng Cetaphil 30ml,913000,711000,Giảm 15k cho đơn từ 150k,2026-07-05 15:11:30
SCRAPE-0322,3476212390506,Shopee,Kem chống nắng Cetaphil 30ml Auth 100%,796000,664000,Giảm 15k cho đơn từ 150k,2026-06-29 13:52:40
SCRAPE-0323,5929638476403,GrabMart,Sữa tắm Maybelline 150g Auth 100%,1208000,894000,,2026-07-02 23:34:50
SCRAPE-0324,5929638476403,GrabMart,[Freeship] Sữa tắm Maybelline 150g,1396000,1055000,Giảm 15k cho đơn từ 150k,2026-07-03 05:57:52
SCRAPE-0325,5929638476403,Lazada,Chính hãng Sữa tắm Maybelline 150g,1425000,1337000,Hoàn xu 10%,2026-06-30 18:28:30
SCRAPE-0326,5929638476403,Lazada,Giá sỉ Sữa tắm Maybelline 150g,1160000,873000,Giảm 15k cho đơn từ 150k,2026-07-02 17:07:07
SCRAPE-0327,5929638476403,Shopee,Sữa tắm Maybelline 150g [Freeship],1300000,1239000,Freeship extra,2026-07-01 08:34:13
SCRAPE-0328,2091659513209,Shopee,Auth 100% Serum Vichy 100ml,1047000,928000,Giảm 15k cho đơn từ 150k,2026-07-05 20:19:54
SCRAPE-0329,2091659513209,GrabMart,Date mới Serum Vichy 100ml,939000,836000,Giảm 15k cho đơn từ 150k,2026-07-04 01:24:10
SCRAPE-0330,2091659513209,Shopee,Serum Vichy 100ml [Freeship],932000,704000,Giảm 50K đơn 300K,2026-06-30 22:46:46
SCRAPE-0331,9961304097606,GrabMart,[Freeship] Kem chống nắng Vichy 500ml,761000,556000,,2026-07-05 17:00:13
SCRAPE-0332,9961304097606,TikTok Shop,Date mới Kem chống nắng Vichy 500ml,677000,631000,,2026-06-29 04:16:51
SCRAPE-0333,9961304097606,Lazada,Kem chống nắng Vichy 500ml Giá sỉ,638000,615000,,2026-07-01 15:32:04
SCRAPE-0334,9961304097606,TikTok Shop,Date mới Kem chống nắng Vichy 500ml,670000,482000,Giảm 15k cho đơn từ 150k,2026-07-02 11:32:30
SCRAPE-0335,9961304097606,Shopee,Kem chống nắng Vichy 500ml Chính hãng,794000,757000,Giảm 50K đơn 300K,2026-07-04 00:58:27
SCRAPE-0336,3665945127289,Lazada,Chính hãng Nước tẩy trang Cetaphil 50ml,260000,205000,Giảm 50K đơn 300K,2026-06-29 19:27:01
SCRAPE-0337,3665945127289,Lazada,Auth 100% Nước tẩy trang Cetaphil 50ml,217000,165000,Giảm 50K đơn 300K,2026-07-02 23:07:46
SCRAPE-0338,3665945127289,Lazada,Nước tẩy trang Cetaphil 50ml Date mới,221000,218000,Freeship extra,2026-06-30 16:24:25
SCRAPE-0339,5404819406714,TikTok Shop,Kem dưỡng ẩm Garnier 100ml [Freeship],967000,859000,Giảm 15k cho đơn từ 150k,2026-06-29 05:34:02
SCRAPE-0340,5404819406714,Shopee,Kem dưỡng ẩm Garnier 100ml Date mới,975000,902000,Freeship extra,2026-07-03 12:17:47
SCRAPE-0341,5404819406714,Shopee,Kem dưỡng ẩm Garnier 100ml Date mới,1196000,1149000,Giảm 15k cho đơn từ 150k,2026-07-01 03:04:10
SCRAPE-0342,5404819406714,Lazada,[Freeship] Kem dưỡng ẩm Garnier 100ml,1069000,794000,Giảm 15k cho đơn từ 150k,2026-06-30 08:05:38
SCRAPE-0343,5159294665630,Lazada,Nước tẩy trang Garnier 150g Chính hãng,1610000,1393000,Hoàn xu 10%,2026-06-29 08:10:14
SCRAPE-0344,5159294665630,TikTok Shop,Nước tẩy trang Garnier 150g [Freeship],1524000,1287000,Hoàn xu 10%,2026-06-29 02:58:52
SCRAPE-0345,5159294665630,Shopee,Auth 100% Nước tẩy trang Garnier 150g,1543000,1184000,,2026-06-30 21:02:33
SCRAPE-0346,5159294665630,Lazada,Date mới Nước tẩy trang Garnier 150g,1474000,1401000,Giảm 15k cho đơn từ 150k,2026-07-04 09:30:15
SCRAPE-0347,9112723809488,Shopee,Kem chống nắng Innisfree 500ml Date mới,948000,692000,,2026-07-02 06:40:50
SCRAPE-0348,9112723809488,Shopee,Kem chống nắng Innisfree 500ml Date mới,926000,896000,Giảm 50K đơn 300K,2026-07-02 02:08:12
SCRAPE-0349,9112723809488,GrabMart,Kem chống nắng Innisfree 500ml Auth 100%,914000,754000,Hoàn xu 10%,2026-07-02 07:23:11
SCRAPE-0350,9112723809488,Shopee,Kem chống nắng Innisfree 500ml Date mới,896000,894000,Freeship extra,2026-07-03 13:16:33
SCRAPE-0351,9112723809488,GrabMart,Giá sỉ Kem chống nắng Innisfree 500ml,854000,607000,Giảm 15k cho đơn từ 150k,2026-07-02 17:47:54
SCRAPE-0352,9236629384691,Shopee,Auth 100% Dầu gội Garnier 200g,1486000,1086000,,2026-07-05 13:58:55
SCRAPE-0353,9236629384691,GrabMart,[Freeship] Dầu gội Garnier 200g,1500000,1225000,Hoàn xu 10%,2026-06-29 06:07:08
SCRAPE-0354,9236629384691,TikTok Shop,Auth 100% Dầu gội Garnier 200g,1305000,933000,Freeship extra,2026-07-02 12:21:50
SCRAPE-0355,4514851686935,Lazada,Chính hãng Dầu gội Maybelline 250ml,501000,434000,Giảm 15k cho đơn từ 150k,2026-06-29 23:48:04
SCRAPE-0356,4514851686935,Lazada,Auth 100% Dầu gội Maybelline 250ml,505000,370000,,2026-07-04 17:02:42
SCRAPE-0357,4514851686935,TikTok Shop,Date mới Dầu gội Maybelline 250ml,430000,414000,Hoàn xu 10%,2026-07-04 01:08:26
SCRAPE-0358,4514851686935,Shopee,Dầu gội Maybelline 250ml Date mới,431000,350000,Hoàn xu 10%,2026-07-05 03:46:54
SCRAPE-0359,4514851686935,GrabMart,Auth 100% Dầu gội Maybelline 250ml,487000,443000,Giảm 15k cho đơn từ 150k,2026-07-02 12:19:12
SCRAPE-0360,9820032796405,GrabMart,Serum CeraVe 100ml Date mới,77000,70000,Giảm 50K đơn 300K,2026-06-30 07:02:47
SCRAPE-0361,9820032796405,Shopee,Serum CeraVe 100ml Auth 100%,75000,64000,Giảm 50K đơn 300K,2026-07-02 03:27:11
SCRAPE-0362,9820032796405,GrabMart,Serum CeraVe 100ml Date mới,81000,67000,Giảm 15k cho đơn từ 150k,2026-07-02 02:04:23
SCRAPE-0363,9820032796405,Shopee,Serum CeraVe 100ml [Freeship],80000,70000,Hoàn xu 10%,2026-06-30 12:22:44
SCRAPE-0364,9820032796405,Shopee,Serum CeraVe 100ml Giá sỉ,92000,91000,Giảm 15k cho đơn từ 150k,2026-07-05 16:44:57
SCRAPE-0365,7213786389275,Shopee,Giá sỉ Kem nền Cetaphil 30ml,240000,169000,Giảm 50K đơn 300K,2026-07-05 09:19:58
SCRAPE-0366,7213786389275,TikTok Shop,[Freeship] Kem nền Cetaphil 30ml,243000,202000,Giảm 50K đơn 300K,2026-06-30 12:36:35
SCRAPE-0367,7213786389275,Lazada,Kem nền Cetaphil 30ml [Freeship],276000,259000,Hoàn xu 10%,2026-07-03 12:23:50
SCRAPE-0368,3175386345418,Lazada,Date mới Mặt nạ Innisfree 100ml,842000,794000,Freeship extra,2026-06-29 07:48:23
SCRAPE-0369,3175386345418,Shopee,Mặt nạ Innisfree 100ml Chính hãng,957000,741000,Giảm 15k cho đơn từ 150k,2026-07-02 14:24:08
SCRAPE-0370,3175386345418,GrabMart,Giá sỉ Mặt nạ Innisfree 100ml,788000,569000,,2026-06-28 23:52:05
SCRAPE-0371,2585385759744,Shopee,[Freeship] Sữa tắm Vichy 150g,1494000,1465000,Giảm 15k cho đơn từ 150k,2026-07-03 14:10:36
SCRAPE-0372,2585385759744,GrabMart,Sữa tắm Vichy 150g Date mới,1601000,1204000,Giảm 15k cho đơn từ 150k,2026-07-03 17:30:22
SCRAPE-0373,2585385759744,GrabMart,Sữa tắm Vichy 150g Date mới,1241000,923000,Giảm 50K đơn 300K,2026-06-29 22:00:10
